company,date,headline,review,name,url,ratingValue
www.onecallinsurance.co.uk,2024-01-24T12:44:53.000Z,Was insured with One Call Insurance for…,"Was insured with One Call Insurance for over 6 years, with a days notice just before xmas on 22-12-23 they informed me they could not continue to insure me on my 17yr old Range Rover unless i agreed to pay an increased monthly premium of £340, up from £68. I'd made no claims against them and am still shocked a reputable company would behave in this way.",Stephen Jefferys,https://uk.trustpilot.com/users/64e331921755500012343ab9/,1
www.onecallinsurance.co.uk,2024-01-22T11:59:56.000Z,Received my renewal review documents…,Received my renewal review documents which was around 35% higher than last year. Contacted one call by telephone and spoke to CR4 who was extremely helpful and friendly. After going through my information to see if any changes CR4 managed to reduce my quote so that it was more competitive. So have renewed once again with One Call.Great service from CR4.,Ms Kirby,https://uk.trustpilot.com/users/65ae3c84330d8b00117d8853/,5
www.onecallinsurance.co.uk,2024-01-23T12:07:51.000Z,Received my renewal review documents…,"Received my renewal review documents which was around £80 higher than a comparison. Contacted one call by telephone and spoke to KR2 who was extremely helpful and friendly. After going through my information to see if any changes KR2 managed to reduce my quote so that it was more or less the same as the comparison, so have renewed once again with One Call.Great service, thank you",Nikki Grimes-Williams,https://uk.trustpilot.com/users/65af8fee25ce3b0012facb21/,5
www.onecallinsurance.co.uk,2024-01-23T12:55:58.000Z,Renewal,"My renewal review documents were around 35% higher than last year. Contacted one call by telephone and spoke to LY2 who was extremely helpful and friendly. After reviewing, she managed to reduce my quote so that it was competitive. As a result, I have renewed with One Call.Just need to shorten the recorded message when you call!",customer,https://uk.trustpilot.com/users/63f6207951d12100131ea02e/,5
www.onecallinsurance.co.uk,2024-01-22T18:01:45.000Z,Painful increase softened somewhat,"My renewal review documents showed a staggering 62% increase on last year. Contacted one call by telephone and spoke to KR2 who was extremely helpful and friendly. After going through my policy KR2 offered a single annual payment, that effectively reduced my renewal quote by 20%. Whilst still a painful increase, in these financially challenging times we all find ourselves in, this has helped considerably.  Thank you KR2",Mike,https://uk.trustpilot.com/users/65ae91548ff73e00127b4ce9/,4
www.onecallinsurance.co.uk,2024-01-22T20:53:44.000Z,Beat the lowest quote on Comparison Site!,"I have been with One Call Insurance for the past 4 years, They are always able to.provide me with an excellent quote. This year I received my renewal, so I checked a well known Internet Comparison Site and their lowest quote was a lot lower than my renewal quote. I contacted One Call Insurance by phone and spoke with a professional and friendly call centre staff member known as DA7. I asked if he could check and hopefully try to match this low quote and he went one step further and beat the quote. I was so pleased and immediately renewed my Policy with One Call.",Victoria Edwards,https://uk.trustpilot.com/users/625022da30e1fa0012d5abc8/,5
www.onecallinsurance.co.uk,2024-01-24T14:39:41.000Z,"Autorenewal bad practice , verging on immoral","Firstly , please ignore reviewers who have only 1 review against them. Why would someone review just one site....The autorenewal is a scam. They purposefully hide phone numbers , have a chat service that doesn't work (2 pcs, 2 browsers, attempts made on multiple days) and take payment a week before it is due. I am currently posting a letter to their complaints dept. to get the renewal for next year to be stopped but will have to accept that this year I have lost money. My advise , is to stop autorenewal as soon as you  have your policy.",Jay Bhayani,https://uk.trustpilot.com/users/4e2439b300006400010a318d/,1
www.onecallinsurance.co.uk,2024-01-22T21:01:13.000Z,Would highly recommend One Call,I have been with One Call for a few years. Having received my renewal notice I decided to look for an alternative policy. Having always been pleased with the service proved by One Call I wanted to first look at what was available to me.  I received absolutely brilliant customer service from CB7 (or may have been CB71) who went over and above to sort me out with a really good deal. He was also extremely patient!,Jude,https://uk.trustpilot.com/users/5bf408f15483f4b8a94dffa7/,5
www.onecallinsurance.co.uk,2024-01-24T12:25:43.000Z,I spoke to JC5 regarding my husband’s…,I spoke to JC5 regarding my husband’s renewal today. I found him very helpful and listened and repeated anything I didn’t quite catch or understand. So we were able to adjust the renewal to suit our needs. Thank you,Sue Matthews,https://uk.trustpilot.com/users/61607d70e34c6c00124997c7/,5
www.onecallinsurance.co.uk,2024-01-24T14:11:19.000Z,I rang today to query a few things…,I rang today to query a few things about my car insurance renewal.  I was answered by a very polite and helpful young lady...KR2...who solved my issues promptly and without being coerced into something I didn't want.  Many thanks,Lyn Johnson,https://uk.trustpilot.com/users/65b0fe5f62c1300012476a9e/,5
www.onecallinsurance.co.uk,2024-01-23T20:07:11.000Z,Becky was very understanding and could…,"Becky was very understanding and could see where I had been misinformed previously, resulting in paying £125 for a duplicate insurance. She has resolved it fairly and is refunding me the amount owed. Also the am continuing for another year, with my Platinum insurance with One Call. Well done Becky",Consumer,https://uk.trustpilot.com/users/65b0004325ce3b0012fb25dd/,5
www.onecallinsurance.co.uk,2024-01-22T15:47:10.000Z,Doubled insurance premium price,Doubled insurance premium price when due for renewal.  Managed to get £7 discount on the renewal price when speaking to advisor but this was still miles more expensive than other competitive quotes.  Excesses triple than those of other companies.Very disappointing as I had been happy with previous policy and prices.  I have cancelled both my car policies with One Call in favour of more reputable and better value for money company.,Unhappy customer,https://uk.trustpilot.com/users/65ae71c405236a001177746d/,1
www.onecallinsurance.co.uk,2024-01-24T11:13:06.000Z,Great Service,I spoke with Nicola Smith yesterday in connection with my motor policy yesterday and she was very polite and efficient. She answered all my questions and provided quotes for my consideration. Excellent service. Just what I was hoping for.,robert bromley,https://uk.trustpilot.com/users/65b0d48b6f881c0012c6a7ca/,5
www.onecallinsurance.co.uk,2024-01-22T13:11:00.000Z,The service provided by KS8 was…,The service provided by KS8 was efficient and friendly. I have been with One Call for at least three years and the response to my request to review my renewal premium was handled sympathetically and fuss free. None of the awkward hard selling I have experienced elsewhere historically. Thankyou Karly you may have done enough to retain my custom.,Brian Foy,https://uk.trustpilot.com/users/574ed0c60000ff000a2540a7/,5
www.onecallinsurance.co.uk,2024-01-22T15:35:37.000Z,Very competitive,I used one call for my motorbike insurance last year. I received a renewal notice but needed to inform them of a change of address. My call was answered  by Lea (LY4) who dealt with my call efficiently and easily. The quote for my new address was £20 cheaper than my previous address and also Lea was very helpful in explaining how my cover met my needs and it helped me to decide to upgrade from basic to gold cover which was only an additional £39. Very happy overall and would use them again.,James Belmega,https://uk.trustpilot.com/users/607698fd348d93001ad4c459/,4
www.onecallinsurance.co.uk,2024-01-23T18:35:01.000Z,One Call Insurance. never again.,"Decided to try this company for the first time, went on a comparison website and they seemed ok ( you never Know) paid my premium and now 2 weeks later they are asking for more money, supposedly for a claim last year. I have not made any claims in the last 9 years as stated on my old insurers paperwork to me. I feel like this is a ploy for more money from me. there phone number is very elusive. I have no idea how people ring them. there web chat hasn't worked for me yet, and my experience of it is not favourable. My advice move on to a different provider",David Clegg,https://uk.trustpilot.com/users/5db021125827839686f7fdc2/,1
www.onecallinsurance.co.uk,2024-01-22T18:36:51.000Z,One Call Took Heed of My Frustration,"I had a very frustrating issue today when I had an issue that I was unable to resolve through the Portal, which is One Call's primary method of contact and information.  This evening I received a phone call from an amazing chap from One Call asking if he was able to help me.  He resolved my issue immediately, and renewed my confidence in One Call as my insurance provider.  I wish I had noted his name as his employers should know he provided great customer service.  Thank you very much.",Marie Ewan,https://uk.trustpilot.com/users/618be039dc0c4c00132f1378/,4
www.onecallinsurance.co.uk,2024-01-24T14:05:18.000Z,The professional Lady,"The professional Lady, so helpful, made me a great offer. Nothing was to much for her, lovely telephone manner.Credit to One Call Insurance.Thank you.ET3-Service",MRS SANDRA HICKLING,https://uk.trustpilot.com/users/5f8ee13e6ebf4e001ad502b8/,5
www.onecallinsurance.co.uk,2024-01-22T17:53:32.000Z,I received my renewal quote,"I received my renewal quote and it was 100% more money than previous, I spoke to CR who tried his best to get me a better quote. Unfortunately he told me that the area that I live is notorious for high insurance. With 17 years no claims I am being punished for other people’s bad driving",Kevin Abraham,https://uk.trustpilot.com/users/65ae8f718ff73e00127b4b8b/,3
www.onecallinsurance.co.uk,2024-01-22T16:43:35.000Z,My policy was about to cancel …,My policy was about to cancel because of incomplete license details. We tried online but there were DVLA issue. MB3 called me twice to help me to sort out the situation which was amazing. He helped me with DVLA and later complete my policy successfully. Hope to do my other cars policy with One call.,Farhana Ratna,https://uk.trustpilot.com/users/65ae7f0d057c3300125efe83/,5
www.onecallinsurance.co.uk,2024-01-23T16:04:31.000Z,Very good service,My renewal seemed quite high so I did a comparison and then rang One Call. A very helpful guy called Tom managed to work out a much better deal for me so I was very happy to stay with them,Diane Perry,https://uk.trustpilot.com/users/5d6629cc85b3be628d808759/,5
www.onecallinsurance.co.uk,2024-01-23T16:05:00.000Z,Helpful policy review,"TF3 guided me through the renewal process and amended and updated my details. As a result, I was able to renew my policy with One Call, rather than cancel, as was my original intention.",neil king,https://uk.trustpilot.com/users/568400020000ff0001f81dc5/,5
www.onecallinsurance.co.uk,2024-01-19T20:14:32.000Z,A very good service from DA7 sorting out my Insurance Renewal,"Received my renewal notice by email, which was 47% higher than last year. Contacted one call by telephone and spoke to DA7 who was extremely helpful and friendly. We went through my minor detail changes and DA7 managed to reduce my quote quite substantially to that of competitor companies. So have renewed once again with One Call.Excellent service from DA7.",Brian Purdy,https://uk.trustpilot.com/users/5eca5b9eee8f295361d8a5ee/,5
www.onecallinsurance.co.uk,2024-01-24T14:02:47.000Z,"""JCS"" was so helpful - my thanks to him.","I spoke with ""JCS"" he was very polite and friendly, assured me I had done everything correctly. Please never ever stop doing your live chat there are so many people who rely on them and would be lost without them. My thanks to One Call Insurance again.",Sylvia Paine,https://uk.trustpilot.com/users/58c049af0000ff000a7f7d4f/,5
www.onecallinsurance.co.uk,2024-01-22T23:09:34.000Z,Shocking customer service,Shocking customer service. Every member of staff I’ve spoken to over the phone were unhelpful and miserable. Renewal quote £1000 more than competitors. No phone number to talk to staff only via the chat online which the link never worked. So the only way for me was to call to make a claim and ask for the customer service number. No one was helpful at all. Avoid at all costs!,Georgie Andrews,https://uk.trustpilot.com/users/551c2fbb0000ff0001b587bf/,1
www.onecallinsurance.co.uk,2024-01-22T17:31:37.000Z,Friendly Service,"I was going to cancel my coverage as I needed landlord's insurance instead of the standard home insurance. I was re-quoted and was given a price that beat others who had given me a quote. Top-level of service from the operator, I forgot his name but his ID was TD1 I believe. Very professional",Cengiz Guner Jengo,https://uk.trustpilot.com/users/61f56dbacd80d90012f90eb9/,5
www.onecallinsurance.co.uk,2024-01-24T12:25:41.000Z,Great service,"Insurance overall seems to have gone up massively this year, but One Call made this experience as pain free as possible !! They found the best price and even managed to make it just that little bit less. Thanks One Call",Nicci Baslington,https://uk.trustpilot.com/users/5a7c731c64c8174c8cf48616/,5
www.onecallinsurance.co.uk,2024-01-22T18:38:33.000Z,Yet another year with One Call,I was very pleased with the support and advice given by agent JC5.I had a few queries regarding my car insurance policy and he was very helpful throughout our discussion. I was very satisfied with the quote given and confirmed my renewal for yet another year. I have no hesitation in recommending One Call Insurance.,Chris,https://uk.trustpilot.com/users/5ad64aed4de5666d34152b5d/,5
www.onecallinsurance.co.uk,2024-01-23T23:37:04.000Z,I have been with one call for a couple…,I have been with one call for a couple of years now. My existing policy is due for renewal in a two weeks time. My existing policy was around £440.00 per year. Knowing that my policy was going to automatically renew i thought I login into the portal to check the new price. Im glad I did as the new policy was increasing to nearly £800.00 for no reason whatsoever. I have had no claims or accidents and was shocked.  A member of the one call team re-quoted my policy after I made it clear I wished to cancel due to my policy price almost doubling for no apparent reason.  Having re-quoted with the same information I submitted on the previous policy the new price was £420.00 half the price of the renewal and slightly cheaper than the original policy.. work that out!! The member of staff was very helpful and efficient which and got me a good price which I appreciate. I’m happy with the end result.. my advice - shop around and negotiate a better deal before renewals always as they all love to try it on unfortunately,Matthew Phillips,https://uk.trustpilot.com/users/65b03176fa140400129e1cc6/,5
www.onecallinsurance.co.uk,2024-01-22T16:55:24.000Z,Spoke to KR2 regarding renewal quote,"Spoke to KR2 regarding renewal quote - 42% higher than last year - and she sorted it, thus renewing at around the same price as it had been. Good service all round👍",Hugh Hollis,https://uk.trustpilot.com/users/6482e97de28b2b0011699e8a/,5
www.onecallinsurance.co.uk,2024-01-24T13:27:05.000Z,Discuss renewal,I contacted One Call to discuss my renewal and the representative CL6 was very professional and guided me through the cover options that are currently on my policy. The price quoted was very competitive and included cover other insurers would have charged for.Thanks for the transparency ...,Grahame Marshall,https://uk.trustpilot.com/users/62bd72df6d732700127df2bf/,5
www.onecallinsurance.co.uk,2024-01-23T12:12:32.000Z,feedback on purchased policy,MB4 provided a competent /informative  service via the telephone at the time arranged.I was alarmed to have spent a great deal of time the previous evening entering data for a quote on the website only to be told my card was not being accepted several times. It was accepted over the phone.,Geoffrey Butler,https://uk.trustpilot.com/users/5af698c04de5666d345b7ef3/,4
www.onecallinsurance.co.uk,2024-01-21T12:40:21.000Z,Terrible service all online unable to…,Terrible service all online unable to actually speak to adviser. Took me 7 times attempts to actually txt to manager. System awful and unable to check files you need to upload. So can't check if they are blurred. Then had another letter in post saying will not except. Staff very unhelpful and unable to type correctly.Had to ask on two separate times to take me off the automatic renewal as I will definitely not be going with them. They caused me so much anxiety and made me quite poorly with all the stress caused due to there rubbish system and incompetence.,Karon Fisher,https://uk.trustpilot.com/users/6270fdfb7773da0012f4da48/,1
www.onecallinsurance.co.uk,2024-01-23T14:41:07.000Z,Van Renewal Quote,"Just had the most amazing chat with One Call representative sk3 Sian E, very professional and friendly and took me through my renewal quote with ease and even managed to reduce it even further!One very happy customer 😀",Mr George Heath,https://uk.trustpilot.com/users/65a661f923458e0011fd774d/,5
www.onecallinsurance.co.uk,2024-01-23T14:19:02.000Z,Contacted one call as received an email…,Contacted one call as received an email regarding my insurance payment. Talked to BR1 who resolved my problems with no fuss. Give star service.,Mr Henderson,https://uk.trustpilot.com/users/5c9a1e14d2f452c94966b999/,5
www.onecallinsurance.co.uk,2024-01-24T14:38:32.000Z,One Call Insurance,"Phoned One Call Insurance today and spoke with DA7 regarding renewal of our Motor Insurance, David was most helpful and would recommend him for his knowledge and patience. One Call Insurance helpful with all aspects of our Motor Insurance.",Stella,https://uk.trustpilot.com/users/5d39de847576c4ddec2962ab/,5
www.onecallinsurance.co.uk,2024-01-23T18:47:29.000Z,Phone to change something on my policy…,Phone to change something on my policy and got a better quote was very happy with ET3 who sorted  it for me been with this company five years now,Willow,https://uk.trustpilot.com/users/61683c9bcae80900131d3472/,5
www.onecallinsurance.co.uk,2024-01-22T13:39:36.000Z,This is an awful company my renewal…,This is an awful company my renewal quote 5x amount of any other insurers and nothing had changed except the depth of management and shareholders pockets there is no customer care. I feel sorry for the staff for what they have to deal with from management. I would not even give this company one star. The worst.,mr Alistair Russell,https://uk.trustpilot.com/users/5f5e1c1eec01bb6ba40d6b3e/,1
www.onecallinsurance.co.uk,2024-01-23T21:34:36.000Z,Inability to speak directly with One Call (Unless making a claim),The seeming inability to contact One Call by phone (except for making claims) and having to rely on 'Chat' is a major disincentive to using this Firm.I had one vehicle insured by One Call and was impressed by the helpful agent who managed to get me a competitive renewal last April. I've just added a classic car to my policy via a transfer from another Broker. The Insurer is the same (Ageas) but One Call was able to offer me a far more competitive premium for the same cover - thank you.The 'chat' last evening was unable to resolve the most basic questions I had around agreed value and the bonus position on One Call's Classic Car plans. These questions could have been answered easily and with less frustration by a simple phone call to an individual. I have a second classic car which is due to be renewed in March but I'm slightly concerned that without the ability to speak with my Broker (Unless I'm making a claim) I'll not develop the sort of relationship I'm looking for with those that I choose to insure my assets.I'll see how it goes .......,Mr Graham Hunton,https://uk.trustpilot.com/users/560448ca0000ff0001de4400/,3
www.onecallinsurance.co.uk,2024-01-22T14:27:42.000Z,KS8 was really helpful & got everything…,KS8 was really helpful & got everything sorted for me after previous calls had been unfruitful & frustrating. Was ready to cancel & go elsewhere but KS8 made be feel like a valued customer again so I remained with One Call.,Consumer,https://uk.trustpilot.com/users/65ae5f1c05236a0011776469/,4
www.onecallinsurance.co.uk,2024-01-22T14:58:56.000Z,I just wanted temporary insurance for 1…,"I just wanted temporary insurance for 1 day, have to wait by my laptop for ages as they don't do phone calls only to be told they won't give me temp insurance unless i can provide not only the make and model, but the milage, current cost of vehicle, etc....  When i went elsewhere it was cheaper.  I will be cancelling my current insurance with them, what a waste of my time.  Do not bother",Izzie B,https://uk.trustpilot.com/users/5cd18ce26e5fb2c5b3817e02/,1
www.onecallinsurance.co.uk,2024-01-24T15:15:40.000Z,Very good service and easy process of…,Very good service and easy process of beginning a new policy for my new car. I dealt with Staff member AB9 who was very efficient and professional.,Tritec Building Contractors Li,https://uk.trustpilot.com/users/65b10d6e3e12530012dcdda5/,5
www.onecallinsurance.co.uk,2024-01-20T16:41:14.000Z,Great interaction online with Jack…,Great interaction online with Jack (JC5) who sorted out an anomaly with my renewal. All clear and concise via 2 x way messaging and was able to obtain a revised price which I will be accepting on renewal. All in all a seamless online experience which I was able to do (Saturday) when call centre is closed.,Rob Andrews,https://uk.trustpilot.com/users/5fc2338a44c93b001a5411b5/,5
www.onecallinsurance.co.uk,2024-01-23T18:21:59.000Z,Agent DJ2,"Agent DJ2 very helpful, polite + credit to herself + company. She managed to get us a competitive  quote at good price",violet whelan,https://uk.trustpilot.com/users/65afe79bea15510012da3b0c/,5
www.onecallinsurance.co.uk,2024-01-22T15:45:53.000Z,Renewing motor insurance,I’m sorry I didn’t get the name of the person BUT she was extremely helpful. This sort of service should be given by all companies. Thank her for the excellent advice.,David,https://uk.trustpilot.com/users/633c0d5798bda500122f8306/,5
www.onecallinsurance.co.uk,2024-01-21T17:12:08.000Z,One Call ???,One Call? Yes - if you want to wait an hour for a chatbot. Near impossible to contact - unless of course you want to pay them. Plus a written complaints Dept. that comprises a bin somewhere in Doncaster. If you have already got a policy with them CANCEL AUTOMATIC RENEWAL or you will be ripped off big time!,S H,https://uk.trustpilot.com/users/6419a2eee9df2b0012a3a921/,1
www.onecallinsurance.co.uk,2024-01-23T13:06:33.000Z,Very under handed renewal practices,"Very under handed renewal practicesmy renewal was not competitive soi used the annoying web chat to confirm all the details they already had and the price was still not competitive. I wasted a good 40mins in total on that.19 days later after I have 3 days before my policy expires I get a text message thanking me for renewing, I never agreed to a renewal. I am now finding it literally impossible to cancel the renewal and am now wasting more time going around in circles on the webpage trying to open a web chat with customer services to stop the renewal I didn't want or ask for and told them previously I would be moving insurer.",Tom Taylor,https://uk.trustpilot.com/users/63d0407f098b69001292d64e/,1
www.onecallinsurance.co.uk,2024-01-22T21:32:40.000Z,I have been with one call over a year…,I have been with one call over a year have not had a problem with them at all so I have renewed my insurance with them again come on a other year can't wait,Karl Fraser,https://uk.trustpilot.com/users/65aec18243cfb3001335704f/,5
www.onecallinsurance.co.uk,2024-01-24T10:54:07.000Z,Car Insurance,Rang regarding my renewal quote for car insurance . Gave a good price and very helpful and polite - RS7! So I renewed. Thank you,Claire,https://uk.trustpilot.com/users/59e722d40000ff000ad66d4b/,5
www.onecallinsurance.co.uk,2024-01-22T19:55:44.000Z,Rang regarding my renewal as I had…,Rang regarding my renewal as I had received a quote almost 150 cheaper. AD8 sorted out my renewal to almost the same price as last year so renewed with OneCall,Helen Angus,https://uk.trustpilot.com/users/606c116b839fde00195d432a/,5
www.onecallinsurance.co.uk,2024-01-21T16:44:37.000Z,Good experience,I needed to make a change to my policy as my job role had changed. I contacted live chat (Jake)) to be told the changes couldn’t be made as I no longer fitted the criteria for that insurance company. I was told to contact the sales team which I did. I spoke with EK2 who was very helpful and understanding and explained things well. Thank you.,Denise Murkin,https://uk.trustpilot.com/users/5f7238b9971efa5fb0b19097/,5
www.onecallinsurance.co.uk,2024-01-21T12:41:59.000Z,I bought a vehicle in 24 October 2023…,I bought a vehicle in 24 October 2023 and telephoned to ask for the insurance to be changed from my old car to the new one.  Somehow this was not done. I only knew this when I received a letter from MID and DVLA yesterday! I couldn’t make the policy change through the portal yesterday and chat kept breaking down. rw2 Did an excellent job and excellent service when I reached her today and we made the changeover.,Mend The Gap,https://uk.trustpilot.com/users/5e4169c312b06c6ef9ef8fe8/,4
www.onecallinsurance.co.uk,2024-01-23T12:42:38.000Z,Received my renewal quote 35% higher…,Received my renewal quote 35% higher than last year spoke to HW4 how helpful she was and manger to reduce it many thanks 😊,David,https://uk.trustpilot.com/users/5e2ef4906167810e348961c8/,5
www.onecallinsurance.co.uk,2024-01-22T11:37:56.000Z,I have been a customer with One Call…,"I have been a customer with One Call Insurance for the last 4 years, very pleased with the service they provided, every year the renewal of my car was lower than other providers. Easy and quicker to get in touch with them.",Zina,https://uk.trustpilot.com/users/656241a6ff640300127ecdc9/,5
www.onecallinsurance.co.uk,2024-01-22T14:15:54.000Z,Helpful,"The person (LE6) who dealt with me was courteous, helpful, clear in her explanations and explained things that were not clear to me.  Also managed to reduce a renewal price.",Violetta,https://uk.trustpilot.com/users/62011101865f460012553178/,5
www.onecallinsurance.co.uk,2024-01-23T15:28:05.000Z,"Helpful, great service..","TD1 rang me and was extremely helpful, he certainly knew the product he was informing me of and was very confident in his job,",Louise Watson,https://uk.trustpilot.com/users/60760f24009934001b7cd50f/,5
www.onecallinsurance.co.uk,2024-01-19T19:44:49.000Z,I used the chat line to discuss my house insurance renewal,"I used the chat line to discuss my renewal with BB3 (Brooke). Brooke was very helpful, ensuring my levels of cover were sufficient, giving me links where I could check. Increased cover needed but with a few tweaks saved me a bit too. Very efficient and knowledgeable. Thank you.",Sue ,https://uk.trustpilot.com/users/5d6b7541956e097498a2f4f5/,5
www.onecallinsurance.co.uk,2024-01-22T12:38:51.000Z,Thank you KR2,Spoke with KR2. She was extremely helpful and explained everything to me about my quote. I asked for an email to explain about one element that I couldn’t quite get my head round….within minutes she sent me this. She has managed to get my renewal quote down but not quite as low as I have compared so need to look at this further.,CG,https://uk.trustpilot.com/users/5fc29fe5246e5d001af8ae79/,5
www.onecallinsurance.co.uk,2024-01-24T14:49:30.000Z,Got a good deal!,"Very happy with the agent I spoke to, to renew my wife’s car insurance. The agent managed to get my a good deal which was was over 10% cheaper than the next best quote and gave me all the same cover! Result!👍😄",CJ ROWSON,https://uk.trustpilot.com/users/65b1074d174dc1001134e691/,5
www.onecallinsurance.co.uk,2024-01-22T19:00:31.000Z,Car insurance renewal,CB7 was my contact at one call after listening to my query on the extortionate price rise and a little tweaking of the conditions and additional extras of the policy he managed to get the premium to a price that was in the price range of competitors so after 3 years with this company I decided to renew. Well done CB7 and thanks,Alan,https://uk.trustpilot.com/users/5f7b206f7b141bc3d026e9e1/,4
www.onecallinsurance.co.uk,2024-01-22T20:29:58.000Z,Called today to renew car insurance,"Called today to renew car insurance, spoke to Kelsey or KR2 she was brilliant and gave me a more competitive price which I then renewed with one call.",Margaret Hulmes,https://uk.trustpilot.com/users/5afbf16c4de5666d3426480b/,5
www.onecallinsurance.co.uk,2024-01-22T18:58:31.000Z,One call lack of direct contact number- It is easier to speak to someone on a…,It is easier to speak to someone on a dedicated line and can be frustrating being transferred etc. I ended up waiting in a 30 min que on a chat to someone online.,Anna Hughes Steel,https://uk.trustpilot.com/users/6037aa59d8cdec001ad4076d/,2
www.onecallinsurance.co.uk,2024-01-19T17:36:27.000Z,Terrible company - genuine review,"So many of these reviews are clearly fake, you can tell by the wording they're coming from the same place 🙄As a genuine customer, One Call aren't worth the money. They refused to pay out on my insurance for a broken windscreen. They refused to come and collect me despite my having breakdown cover. They refused my insurance claim when my car was written off. No telephone support, and the portal is continuously down. When I tried to cancel my policy, the link on the customer portal didn't work, the only telephone number doesn't deal with customer service.Couldn't give this company less stars",Ms JG,https://uk.trustpilot.com/users/63dde4a86201120012300148/,1
